2023-03-10 13:58:07,286 INFO    StreamThr :37188 [internal.py:wandb_internal():87] W&B internal server running at pid: 37188, started at: 2023-03-10 13:58:07.284603
2023-03-10 14:03:34,157 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 3
2023-03-10 14:03:34,157 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:34,157 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 3
2023-03-10 14:03:34,157 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 4
2023-03-10 14:03:34,157 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:34,157 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 4
2023-03-10 14:03:34,157 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:34,157 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 4
2023-03-10 14:03:34,157 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 5
2023-03-10 14:03:34,157 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:34,157 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 5
2023-03-10 14:03:34,158 DEBUG   SenderThread:37188 [sender.py:send():336] send: summary
2023-03-10 14:03:34,158 INFO    SenderThread:37188 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-10 14:03:34,158 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:34,158 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 5
2023-03-10 14:03:34,158 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 6
2023-03-10 14:03:34,158 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:34,158 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 6
2023-03-10 14:03:34,158 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:34,158 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 6
2023-03-10 14:03:34,158 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 7
2023-03-10 14:03:34,158 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: status_report
2023-03-10 14:03:34,158 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:34,158 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 7
2023-03-10 14:03:34,159 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:34,159 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 7
2023-03-10 14:03:34,290 INFO    Thread-25 :37188 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/wandb-summary.json
2023-03-10 14:03:35,136 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: poll_exit
2023-03-10 14:03:35,781 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 8
2023-03-10 14:03:35,782 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: poll_exit
2023-03-10 14:03:35,782 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:35,783 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 8
2023-03-10 14:03:35,783 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:35,784 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 8
2023-03-10 14:03:35,784 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 9
2023-03-10 14:03:35,785 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:35,785 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 9
2023-03-10 14:03:35,785 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:35,786 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 9
2023-03-10 14:03:35,786 INFO    SenderThread:37188 [dir_watcher.py:finish():365] shutting down directory watcher
2023-03-10 14:03:36,138 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: poll_exit
2023-03-10 14:03:36,291 INFO    Thread-25 :37188 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/output.log
2023-03-10 14:03:36,292 INFO    SenderThread:37188 [dir_watcher.py:finish():395] scan: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files
2023-03-10 14:03:36,292 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/requirements.txt requirements.txt
2023-03-10 14:03:36,293 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/wandb-summary.json wandb-summary.json
2023-03-10 14:03:36,300 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/conda-environment.yaml conda-environment.yaml
2023-03-10 14:03:36,300 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/output.log output.log
2023-03-10 14:03:36,302 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/config.yaml config.yaml
2023-03-10 14:03:36,302 INFO    SenderThread:37188 [dir_watcher.py:finish():409] scan save: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/wandb-metadata.json wandb-metadata.json
2023-03-10 14:03:36,304 INFO    SenderThread:37188 [sender.py:transition_state():587] send defer: 10
2023-03-10 14:03:36,305 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: poll_exit
2023-03-10 14:03:36,306 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: defer
2023-03-10 14:03:36,306 INFO    HandlerThread:37188 [handler.py:handle_request_defer():170] handle defer: 10
2023-03-10 14:03:36,308 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: defer
2023-03-10 14:03:36,308 INFO    SenderThread:37188 [sender.py:send_request_defer():583] handle sender defer: 10
2023-03-10 14:03:36,308 INFO    SenderThread:37188 [file_pusher.py:finish():164] shutting down file pusher
2023-03-10 14:03:37,138 DEBUG   HandlerThread:37188 [handler.py:handle_request():144] handle_request: poll_exit
2023-03-10 14:03:37,139 DEBUG   SenderThread:37188 [sender.py:send_request():363] send_request: poll_exit
2023-03-10 14:03:37,203 INFO    wandb-upload_2:37188 [upload_job.py:push():138] Uploaded file /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/conda-environment.yaml
2023-03-10 14:03:37,292 INFO    wandb-upload_1:37188 [upload_job.py:push():138] Uploaded file /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/wandb-summary.json
2023-03-10 14:03:37,789 ERROR   wandb-upload_3:37188 [internal_api.py:upload_file():1997] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/gechengze/seq2seq/lvbsk0ag/output.log?Expires=1678514616&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=eRsiZOIWPT1D07tI188SlYxu%2B274aO%2FxxSnEQFwSkTISx68gg8cHZu0eu6HdxnJpSVtmWe3qBA2G9Ekqx%2BR%2FIA%2FHDuwP04VWmeD9W%2BYPv2hWHWWkMAgMkvRjrBc5WPwZJEE7EongREiHVWZ4O8%2FirfU%2Fdvor%2Fmbbu%2BqXlr7XRYu0gNh3wTZfJ%2FkoWm8bg1yl1CAm68LzdZoqlT1vSlFUpDhx%2FwuRJHoViOUxKGiPm%2FWwYOhU8Bys%2BBy2Z7uV%2BCNz9kAbk1k8PzvLSDI5t85PU%2Bt8dFFMKfiyzdz0osA9soLIjt9QY71Yep6AljJAIxl%2B0IHtin4HtWDwsGAB5yJjwQ%3D%3D: HTTPSConnectionPool(host='storage.googleapis.com', port=443): Max retries exceeded with url: /wandb-production.appspot.com/gechengze/seq2seq/lvbsk0ag/output.log?Expires=1678514616&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=eRsiZOIWPT1D07tI188SlYxu%2B274aO%2FxxSnEQFwSkTISx68gg8cHZu0eu6HdxnJpSVtmWe3qBA2G9Ekqx%2BR%2FIA%2FHDuwP04VWmeD9W%2BYPv2hWHWWkMAgMkvRjrBc5WPwZJEE7EongREiHVWZ4O8%2FirfU%2Fdvor%2Fmbbu%2BqXlr7XRYu0gNh3wTZfJ%2FkoWm8bg1yl1CAm68LzdZoqlT1vSlFUpDhx%2FwuRJHoViOUxKGiPm%2FWwYOhU8Bys%2BBy2Z7uV%2BCNz9kAbk1k8PzvLSDI5t85PU%2Bt8dFFMKfiyzdz0osA9soLIjt9QY71Yep6AljJAIxl%2B0IHtin4HtWDwsGAB5yJjwQ%3D%3D (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
2023-03-10 14:03:37,789 ERROR   wandb-upload_3:37188 [internal_api.py:upload_file():1999] upload_file request headers: {'User-Agent': 'python-requests/2.28.1', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '42'}
2023-03-10 14:03:37,789 ERROR   wandb-upload_3:37188 [internal_api.py:upload_file():2001] upload_file response body: 
2023-03-10 14:03:37,828 ERROR   wandb-upload_0:37188 [internal_api.py:upload_file():1997] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/gechengze/seq2seq/lvbsk0ag/requirements.txt?Expires=1678514616&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=hI1kbUpsGsQpQhTp02YN0bHDswIoj6Oib%2BszcRyEojSZRV5Sxwe4IWbWgLVhN8UG4umrkf%2FAp6VowEUcURrFnh6Itkk4StHSNKlVZahT6JUcBw0LzTN2PfilueUC%2FJu799Vbr7EB%2Fhz51tYkRGz%2F%2FCX2OMquBO1okRhprhpv%2F3mC9VZ8mdogCEryZ42q0OHVtnnwmO0QANENpE32seWjHwPUzK9uY%2F1YO7va0p4jq6GJu3QA5kUakRcXUs2pFwBvaIzDH%2F9UND2RgeXBkqDhGVtTdh6%2F6DD4%2BQ7CTDvapmcukM606mwbsGOiM%2B83reyV8hgsaHAPtAehp1sTNx%2FAfA%3D%3D: HTTPSConnectionPool(host='storage.googleapis.com', port=443): Max retries exceeded with url: /wandb-production.appspot.com/gechengze/seq2seq/lvbsk0ag/requirements.txt?Expires=1678514616&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=hI1kbUpsGsQpQhTp02YN0bHDswIoj6Oib%2BszcRyEojSZRV5Sxwe4IWbWgLVhN8UG4umrkf%2FAp6VowEUcURrFnh6Itkk4StHSNKlVZahT6JUcBw0LzTN2PfilueUC%2FJu799Vbr7EB%2Fhz51tYkRGz%2F%2FCX2OMquBO1okRhprhpv%2F3mC9VZ8mdogCEryZ42q0OHVtnnwmO0QANENpE32seWjHwPUzK9uY%2F1YO7va0p4jq6GJu3QA5kUakRcXUs2pFwBvaIzDH%2F9UND2RgeXBkqDhGVtTdh6%2F6DD4%2BQ7CTDvapmcukM606mwbsGOiM%2B83reyV8hgsaHAPtAehp1sTNx%2FAfA%3D%3D (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
2023-03-10 14:03:37,828 ERROR   wandb-upload_0:37188 [internal_api.py:upload_file():1999] upload_file request headers: {'User-Agent': 'python-requests/2.28.1', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '6067'}
2023-03-10 14:03:37,828 ERROR   wandb-upload_0:37188 [internal_api.py:upload_file():2001] upload_file response body: 
2023-03-10 14:03:37,924 WARNING StreamThr :37188 [internal.py:is_dead():415] Internal process exiting, parent pid 32331 disappeared
2023-03-10 14:03:37,924 ERROR   StreamThr :37188 [internal.py:wandb_internal():153] Internal process shutdown.
2023-03-10 14:03:38,108 INFO    wandb-upload_4:37188 [upload_job.py:push():138] Uploaded file /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/config.yaml
2023-03-10 14:03:38,138 INFO    HandlerThread:37188 [handler.py:finish():842] shutting down handler
2023-03-10 14:03:38,139 INFO    WriterThread:37188 [datastore.py:close():298] close: /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/run-lvbsk0ag.wandb
2023-03-10 14:03:38,139 INFO    SenderThread:37188 [sender.py:finish():1504] shutting down sender
2023-03-10 14:03:38,139 INFO    SenderThread:37188 [file_pusher.py:finish():164] shutting down file pusher
2023-03-10 14:03:38,139 INFO    SenderThread:37188 [file_pusher.py:join():169] waiting for file pusher
2023-03-10 14:03:39,369 INFO    wandb-upload_3:37188 [upload_job.py:push():138] Uploaded file /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/output.log
2023-03-10 14:03:39,744 INFO    wandb-upload_0:37188 [upload_job.py:push():138] Uploaded file /home/gechengze/project/nlp-notebook/models/wandb/run-20230310_135755-lvbsk0ag/files/requirements.txt
2023-03-10 14:03:39,944 INFO    Thread-24 :37188 [sender.py:transition_state():587] send defer: 11
